Country,Product_name,Quantity_purchased,Crop_name,Feedback,Comments,Price,Total_price,Manufacturing,Transaction_date,Expiration,Review,TextBlob_Polarity,TextBlob_Subjectivity,NLTK_Negative,NLTK_Neutral,NLTK_Positive,NLTK_Compound,Sentiment_Class
Bangladesh,Nachos,96,['Maize'],2,Poor,35,3360,2025-03-31,2025-05-10,2025-06-29,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Ketchup,99,['Tomato'],3,Average,55,5445,2023-01-17,2023-02-18,2023-04-17,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
India,Maggi,93,['Wheat'],2,Poor,25,2325,2020-03-23,2020-04-02,2020-06-21,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
India,Maggi,47,['Wheat'],1,Very Poor,25,1175,2021-07-26,2021-09-27,2021-10-24,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Nepal,Pasta,41,"['Wheat', 'Barley']",3,Average,100,4100,2025-02-19,2025-03-28,2025-05-20,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Nepal,Maggi,63,['Wheat'],5,Excellent,25,1575,2024-10-08,2024-11-21,2025-01-06,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Khari,91,['Cumin'],4,Good,20,1820,2020-11-09,2021-01-25,2021-02-07,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Cookie,77,"['Barley', 'Sugar']",4,Good,105,8085,2022-02-02,2022-04-08,2022-05-03,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Biscuit,95,"['Wheat', 'Sugar', 'Barley']",2,Poor,25,2375,2023-08-21,2023-10-18,2023-11-19,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Nachos,17,['Maize'],0,No Feedback,35,595,2020-07-15,2020-08-18,2020-10-13,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Ketchup,70,['Tomato'],5,Excellent,55,3850,2025-03-10,2025-04-19,2025-06-08,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Toffee,62,['Sugar'],2,Poor,12,744,2023-02-23,2023-04-23,2023-05-24,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
India,Pie,32,['Sugar'],1,Very Poor,50,1600,2025-05-21,2025-08-07,2025-08-19,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Pakistan,Biscuit,13,"['Wheat', 'Sugar', 'Barley']",4,Good,15,195,2020-07-12,2020-07-29,2020-10-10,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Pakistan,Ketchup,98,['Tomato'],1,Very Poor,55,5390,2020-08-05,2020-08-30,2020-11-03,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bangladesh,Pie,33,['Sugar'],4,Good,30,990,2022-01-12,2022-03-29,2022-04-12,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Pasta,67,"['Wheat', 'Barley']",3,Average,105,7035,2021-09-07,2021-10-06,2021-12-06,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bhutan,Banana Chips,52,['Banana'],3,Average,45,2340,2020-04-08,2020-06-09,2020-07-07,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bangladesh,Banana Chips,38,['Banana'],0,No Feedback,35,1330,2020-05-12,2020-07-06,2020-08-10,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Biscuit,95,"['Wheat', 'Sugar', 'Barley']",4,Good,20,1900,2022-11-25,2023-01-27,2023-02-23,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bangladesh,Cookie,22,"['Barley', 'Sugar']",2,Poor,80,1760,2021-02-17,2021-04-15,2021-05-18,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Toffee,36,['Sugar'],1,Very Poor,10,360,2021-01-25,2021-03-31,2021-04-25,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Nepal,Banana Chips,27,['Banana'],3,Average,45,1215,2021-07-03,2021-09-13,2021-10-01,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Banana Chips,79,['Banana'],0,No Feedback,35,2765,2025-07-30,2025-10-18,2025-10-28,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Toffee,56,['Sugar'],0,No Feedback,12,672,2021-11-20,2021-12-18,2022-02-18,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Toffee,49,['Sugar'],2,Poor,20,980,2025-06-22,2025-07-24,2025-09-20,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Nachos,75,['Maize'],1,Very Poor,45,3375,2020-01-30,2020-02-09,2020-04-29,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Bhutan,Banana Chips,32,['Banana'],0,No Feedback,45,1440,2023-11-14,2024-01-03,2024-02-12,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Pasta,46,"['Wheat', 'Barley']",0,No Feedback,120,5520,2024-07-01,2024-08-22,2024-09-29,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Toffee,87,['Sugar'],3,Average,10,870,2025-07-16,2025-08-31,2025-10-14,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Pakistan,Biscuit,41,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,15,615,2021-04-30,2021-05-17,2021-07-29,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Pie,15,['Sugar'],4,Good,35,525,2022-01-30,2022-03-31,2022-04-30,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
India,Pie,23,['Sugar'],3,Average,50,1150,2022-11-08,2022-12-24,2023-02-06,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Nachos,16,['Maize'],5,Excellent,45,720,2024-01-16,2024-02-13,2024-04-15,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Khari,54,['Cumin'],1,Very Poor,45,2430,2021-12-15,2022-02-10,2022-03-15,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Nepal,Toffee,34,['Sugar'],2,Poor,15,510,2025-07-22,2025-09-24,2025-10-20,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Pie,72,['Sugar'],1,Very Poor,30,2160,2024-04-16,2024-05-12,2024-07-15,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Pakistan,Cookie,39,"['Barley', 'Sugar']",3,Average,75,2925,2023-09-13,2023-10-01,2023-12-12,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Pakistan,Nachos,10,['Maize'],3,Average,60,600,2024-01-07,2024-02-08,2024-04-06,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Nepal,Maggi,43,['Wheat'],3,Average,25,1075,2022-05-21,2022-07-19,2022-08-19,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bhutan,Pasta,23,"['Wheat', 'Barley']",5,Excellent,105,2415,2020-07-24,2020-09-07,2020-10-22,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Maggi,78,['Wheat'],5,Excellent,35,2730,2020-04-22,2020-06-17,2020-07-21,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
India,Pasta,67,"['Wheat', 'Barley']",5,Excellent,120,8040,2025-01-23,2025-02-19,2025-04-23,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Banana Chips,13,['Banana'],5,Excellent,45,585,2023-07-04,2023-08-08,2023-10-02,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bhutan,Toffee,72,['Sugar'],5,Excellent,15,1080,2023-10-16,2023-12-17,2024-01-14,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Ketchup,27,['Tomato'],0,No Feedback,45,1215,2023-10-29,2024-01-14,2024-01-27,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Biscuit,14,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,18,252,2020-11-28,2021-01-20,2021-02-26,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Nachos,56,['Maize'],5,Excellent,55,3080,2024-08-26,2024-11-19,2024-11-24,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Nepal,Maggi,84,['Wheat'],2,Poor,25,2100,2020-04-03,2020-06-23,2020-07-02,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
India,Biscuit,83,"['Wheat', 'Sugar', 'Barley']",5,Excellent,20,1660,2024-05-09,2024-06-11,2024-08-07,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Toffee,90,['Sugar'],5,Excellent,15,1350,2025-07-19,2025-08-11,2025-10-17,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bangladesh,Biscuit,15,"['Wheat', 'Sugar', 'Barley']",2,Poor,18,270,2022-05-14,2022-05-31,2022-08-12,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Nepal,Khari,28,['Cumin'],2,Poor,35,980,2025-03-04,2025-04-07,2025-06-02,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Pakistan,Cookie,67,"['Barley', 'Sugar']",0,No Feedback,75,5025,2023-07-27,2023-10-02,2023-10-25,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Pie,91,['Sugar'],1,Very Poor,35,3185,2024-10-24,2024-11-08,2025-01-22,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Pakistan,Khari,49,['Cumin'],1,Very Poor,25,1225,2022-05-05,2022-07-23,2022-08-03,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Nepal,Maggi,18,['Wheat'],3,Average,25,450,2021-10-20,2021-12-21,2022-01-18,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Pakistan,Maggi,35,['Wheat'],5,Excellent,15,525,2020-11-23,2020-12-06,2021-02-21,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bangladesh,Ketchup,27,['Tomato'],5,Excellent,45,1215,2023-07-28,2023-10-02,2023-10-26,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bangladesh,Cookie,94,"['Barley', 'Sugar']",3,Average,80,7520,2025-05-31,2025-07-29,2025-08-29,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Banana Chips,11,['Banana'],3,Average,25,275,2024-02-19,2024-04-19,2024-05-19,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bhutan,Maggi,85,['Wheat'],5,Excellent,25,2125,2024-07-28,2024-10-10,2024-10-26,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Pasta,48,"['Wheat', 'Barley']",5,Excellent,95,4560,2023-07-06,2023-09-21,2023-10-04,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Pasta,18,"['Wheat', 'Barley']",2,Poor,100,1800,2021-10-02,2021-12-18,2021-12-31,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Toffee,24,['Sugar'],1,Very Poor,10,240,2022-12-07,2023-02-24,2023-03-07,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bhutan,Khari,23,['Cumin'],4,Good,45,1035,2021-08-31,2021-11-21,2021-11-29,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
India,Banana Chips,94,['Banana'],1,Very Poor,40,3760,2022-12-06,2023-02-22,2023-03-06,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bangladesh,Toffee,99,['Sugar'],1,Very Poor,10,990,2023-05-06,2023-07-23,2023-08-04,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
India,Pie,44,['Sugar'],4,Good,50,2200,2025-07-24,2025-09-09,2025-10-22,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bhutan,Maggi,54,['Wheat'],4,Good,25,1350,2021-07-01,2021-08-04,2021-09-29,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Sri-Lanka,Toffee,46,['Sugar'],5,Excellent,10,460,2024-06-01,2024-07-07,2024-08-30,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Pie,80,['Sugar'],0,No Feedback,25,2000,2021-11-27,2022-01-28,2022-02-25,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Pasta,22,"['Wheat', 'Barley']",3,Average,105,2310,2023-11-29,2023-12-13,2024-02-27,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
India,Nachos,89,['Maize'],2,Poor,65,5785,2021-01-14,2021-02-28,2021-04-14,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Pakistan,Nachos,29,['Maize'],5,Excellent,60,1740,2020-08-31,2020-10-12,2020-11-29,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Pasta,94,"['Wheat', 'Barley']",4,Good,105,9870,2022-04-23,2022-06-27,2022-07-22,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Pakistan,Maggi,70,['Wheat'],1,Very Poor,15,1050,2023-01-24,2023-02-17,2023-04-24,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bangladesh,Biscuit,86,"['Wheat', 'Sugar', 'Barley']",4,Good,18,1548,2024-11-30,2024-12-12,2025-02-28,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Nepal,Pasta,49,"['Wheat', 'Barley']",0,No Feedback,100,4900,2021-03-12,2021-03-26,2021-06-10,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Banana Chips,87,['Banana'],3,Average,30,2610,2023-06-25,2023-08-21,2023-09-23,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Bhutan,Khari,27,['Cumin'],2,Poor,45,1215,2021-11-08,2022-01-28,2022-02-06,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
India,Cookie,17,"['Barley', 'Sugar']",1,Very Poor,100,1700,2024-08-08,2024-09-30,2024-11-06,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Bangladesh,Nachos,36,['Maize'],3,Average,35,1260,2022-08-30,2022-09-20,2022-11-28,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Nepal,Khari,86,['Cumin'],2,Poor,35,3010,2021-03-05,2021-04-23,2021-06-03,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Nepal,Banana Chips,65,['Banana'],1,Very Poor,45,2925,2022-07-23,2022-09-17,2022-10-21,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Nachos,44,['Maize'],5,Excellent,65,2860,2020-11-20,2021-02-12,2021-02-18,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bhutan,Pasta,17,"['Wheat', 'Barley']",3,Average,105,1785,2024-02-19,2024-03-18,2024-05-19,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bhutan,Maggi,11,['Wheat'],2,Poor,25,275,2022-06-01,2022-07-27,2022-08-30,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
India,Ketchup,69,['Tomato'],4,Good,60,4140,2022-11-23,2023-01-17,2023-02-21,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Pakistan,Biscuit,97,"['Wheat', 'Sugar', 'Barley']",2,Poor,15,1455,2025-05-02,2025-06-26,2025-07-31,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Cookie,38,"['Barley', 'Sugar']",4,Good,95,3610,2020-10-15,2021-01-02,2021-01-13,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Biscuit,82,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,25,2050,2025-05-24,2025-08-05,2025-08-22,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Pie,48,['Sugar'],3,Average,45,2160,2020-12-03,2021-01-30,2021-03-03,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bhutan,Pie,18,['Sugar'],2,Poor,55,990,2022-02-08,2022-04-18,2022-05-09,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bhutan,Cookie,97,"['Barley', 'Sugar']",0,No Feedback,105,10185,2023-07-27,2023-09-27,2023-10-25,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Cookie,87,"['Barley', 'Sugar']",1,Very Poor,75,6525,2021-08-12,2021-09-19,2021-11-10,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Pasta,90,"['Wheat', 'Barley']",2,Poor,100,9000,2024-08-09,2024-08-30,2024-11-07,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bhutan,Pie,92,['Sugar'],3,Average,55,5060,2021-01-13,2021-03-30,2021-04-13,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Pakistan,Khari,72,['Cumin'],3,Average,25,1800,2021-04-07,2021-06-29,2021-07-06,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Sri-Lanka,Nachos,70,['Maize'],5,Excellent,45,3150,2023-08-02,2023-10-08,2023-10-31,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
India,Ketchup,19,['Tomato'],4,Good,60,1140,2021-07-03,2021-09-25,2021-10-01,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Sri-Lanka,Toffee,43,['Sugar'],2,Poor,10,430,2020-10-25,2021-01-10,2021-01-23,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Pasta,85,"['Wheat', 'Barley']",5,Excellent,100,8500,2025-06-10,2025-07-18,2025-09-08,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Nepal,Pie,70,['Sugar'],0,No Feedback,45,3150,2021-04-12,2021-06-23,2021-07-11,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Khari,59,['Cumin'],1,Very Poor,35,2065,2021-12-23,2022-03-01,2022-03-23,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Sri-Lanka,Biscuit,38,"['Wheat', 'Sugar', 'Barley']",2,Poor,22,836,2025-07-09,2025-09-18,2025-10-07,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Pasta,24,"['Wheat', 'Barley']",4,Good,100,2400,2023-10-18,2023-12-03,2024-01-16,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bangladesh,Biscuit,55,"['Wheat', 'Sugar', 'Barley']",4,Good,18,990,2020-04-26,2020-06-15,2020-07-25,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Sri-Lanka,Cookie,34,"['Barley', 'Sugar']",5,Excellent,85,2890,2023-09-16,2023-11-26,2023-12-15,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Pasta,21,"['Wheat', 'Barley']",2,Poor,75,1575,2025-03-24,2025-04-07,2025-06-22,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Pasta,34,"['Wheat', 'Barley']",0,No Feedback,95,3230,2023-06-09,2023-08-11,2023-09-07,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Banana Chips,89,['Banana'],2,Poor,25,2225,2023-01-29,2023-03-21,2023-04-29,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Pakistan,Toffee,61,['Sugar'],2,Poor,12,732,2020-03-03,2020-05-22,2020-06-01,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
India,Toffee,19,['Sugar'],5,Excellent,20,380,2022-09-15,2022-10-12,2022-12-14,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
India,Pie,97,['Sugar'],2,Poor,50,4850,2021-05-11,2021-06-25,2021-08-09,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Pie,21,['Sugar'],5,Excellent,30,630,2021-11-10,2022-02-02,2022-02-08,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Pie,15,['Sugar'],5,Excellent,55,825,2023-02-27,2023-04-23,2023-05-28,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Ketchup,13,['Tomato'],0,No Feedback,45,585,2021-05-28,2021-08-20,2021-08-26,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Pasta,66,"['Wheat', 'Barley']",1,Very Poor,120,7920,2023-01-22,2023-02-27,2023-04-22,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Pie,21,['Sugar'],0,No Feedback,50,1050,2021-06-23,2021-08-19,2021-09-21,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Banana Chips,72,['Banana'],3,Average,35,2520,2021-10-01,2021-12-21,2021-12-30,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Nepal,Biscuit,60,"['Wheat', 'Sugar', 'Barley']",3,Average,24,1440,2024-05-01,2024-06-06,2024-07-30,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
India,Cookie,10,"['Barley', 'Sugar']",2,Poor,100,1000,2023-11-18,2023-12-22,2024-02-16,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Pakistan,Cookie,54,"['Barley', 'Sugar']",4,Good,75,4050,2024-01-19,2024-02-10,2024-04-18,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bangladesh,Toffee,86,['Sugar'],0,No Feedback,10,860,2021-04-23,2021-06-14,2021-07-22,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Pasta,92,"['Wheat', 'Barley']",5,Excellent,100,9200,2025-05-22,2025-06-29,2025-08-20,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Banana Chips,75,['Banana'],4,Good,35,2625,2020-10-25,2021-01-18,2021-01-23,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Maggi,55,['Wheat'],2,Poor,25,1375,2021-01-15,2021-03-10,2021-04-15,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Sri-Lanka,Cookie,96,"['Barley', 'Sugar']",1,Very Poor,85,8160,2022-07-15,2022-09-29,2022-10-13,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Pakistan,Nachos,69,['Maize'],2,Poor,60,4140,2025-04-26,2025-06-15,2025-07-25,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Toffee,51,['Sugar'],5,Excellent,10,510,2020-05-14,2020-07-16,2020-08-12,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Ketchup,88,['Tomato'],5,Excellent,45,3960,2022-05-02,2022-07-26,2022-07-31,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Biscuit,13,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,15,195,2021-03-26,2021-04-09,2021-06-24,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bangladesh,Maggi,59,['Wheat'],2,Poor,35,2065,2021-11-07,2022-01-02,2022-02-05,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Banana Chips,87,['Banana'],3,Average,25,2175,2023-06-23,2023-08-01,2023-09-21,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Banana Chips,97,['Banana'],4,Good,25,2425,2022-08-19,2022-11-08,2022-11-17,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
India,Banana Chips,26,['Banana'],2,Poor,40,1040,2020-03-18,2020-06-09,2020-06-16,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Pakistan,Nachos,43,['Maize'],0,No Feedback,60,2580,2020-06-17,2020-08-17,2020-09-15,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Biscuit,22,"['Wheat', 'Sugar', 'Barley']",4,Good,24,528,2023-05-20,2023-07-15,2023-08-18,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Sri-Lanka,Banana Chips,97,['Banana'],1,Very Poor,25,2425,2023-08-04,2023-10-04,2023-11-02,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Bhutan,Pie,21,['Sugar'],1,Very Poor,55,1155,2021-02-21,2021-04-09,2021-05-22,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Pasta,87,"['Wheat', 'Barley']",0,No Feedback,100,8700,2021-10-09,2021-12-06,2022-01-07,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Pasta,82,"['Wheat', 'Barley']",3,Average,120,9840,2021-04-26,2021-07-20,2021-07-25,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bhutan,Biscuit,24,"['Wheat', 'Sugar', 'Barley']",3,Average,25,600,2024-06-20,2024-08-23,2024-09-18,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Cookie,31,"['Barley', 'Sugar']",4,Good,80,2480,2021-03-27,2021-04-28,2021-06-25,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
India,Cookie,68,"['Barley', 'Sugar']",1,Very Poor,100,6800,2021-07-03,2021-08-03,2021-10-01,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
